auprc,auroc,cell,context_kernel_norm,cross_variable_leakage,data_seed,f1,gate_mean,gate_std,identity_deviation,max_iter,mcc,method,mse,root,run_id,temporal_mass_median,train_seed,wall_seconds
0.6655438311688311,0.8846153846153846,Stat+Nonlinear,,0.0,102,0.5,0.06846758723258972,,0.0021091019734740257,2000,0.4230769230769231,adaptive_fir,0.013322149403393269,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__adaptive_fir__ds102__ts0__it2000,0.013788672661771358,0,48.41551179997623
0.31212784535152954,0.5909090909090909,Stat+Nonlinear,,0.0,0,0.375,,,0.0,2000,0.14772727272727273,baseline,0.00870927982032299,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__baseline__ds0__ts0__it2000,0.0,0,23.26529680006206
0.5781635802469136,0.7291666666666669,Stat+Nonlinear,,0.0,101,0.5,,,0.0,2000,0.375,baseline,0.010102374479174614,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__baseline__ds101__ts0__it2000,0.0,0,21.901593600050546
0.5802760577915377,0.7019230769230769,Stat+Nonlinear,,0.0,102,0.5,,,0.0,2000,0.4230769230769231,baseline,0.012046569027006626,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__baseline__ds102__ts0__it2000,0.0,0,21.931482700048946
0.4133698629586787,0.7329545454545454,Stat+Nonlinear,,0.0,0,0.375,,,0.006565785501152277,2000,0.14772727272727273,fixed_fir3,0.009190810844302177,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__fixed_fir3__ds0__ts0__it2000,0.028673558897207706,0,26.94158090010751
0.30005931148202986,0.625,Stat+Nonlinear,,0.0,101,0.3333333333333333,,,0.006545834243297577,2000,0.16666666666666666,fixed_fir3,0.010066617280244827,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__fixed_fir3__ds101__ts0__it2000,0.02706261726420915,0,26.79737349995412
0.4811378205128205,0.6923076923076924,Stat+Nonlinear,,0.0,102,0.5,,,0.006583712063729763,2000,0.4230769230769231,fixed_fir3,0.013023260980844498,gpu_d2_it2000_bounded,d2__Stat_Nonlinear__fixed_fir3__ds102__ts0__it2000,0.029655206604873315,0,26.984108500066213
0.4585081905220089,0.7215909090909092,NS+Linear,,0.0,0,0.5,,,0.0,2000,0.3181818181818182,baseline,0.00886236596852541,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__baseline__ds0__ts0__it2000,0.0,0,23.232615899993107
0.32278992936887674,0.6319444444444444,NS+Linear,,0.0,101,0.5,,,0.0,2000,0.375,baseline,0.010368280112743378,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__baseline__ds101__ts0__it2000,0.0,0,21.230676000006497
0.5995160884866768,0.7692307692307693,NS+Linear,,0.0,102,0.5,,,0.0,2000,0.4230769230769231,baseline,0.012686656787991524,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__baseline__ds102__ts0__it2000,0.0,0,21.686922100023367
0.36942667164706633,0.7329545454545454,NS+Linear,3.0250015258789062,0.0,0,0.375,0.08153882622718811,0.022726625204086304,0.005394179839640856,2000,0.14772727272727273,contextual_fir,0.009857706725597382,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__contextual_fir__ds0__ts0__it2000,0.025699318431955925,0,54.155525799957104
0.40884340297383776,0.6388888888888888,NS+Linear,4.216411113739014,0.0,101,0.3333333333333333,0.08701396733522415,0.03240083530545235,0.008405182510614395,2000,0.16666666666666666,contextual_fir,0.010290594771504402,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__contextual_fir__ds101__ts0__it2000,0.03657127280536582,0,52.997120299958624
0.58164172783738,0.701923076923077,NS+Linear,4.175748348236084,0.0,102,0.5,0.09368896484375,0.03432582691311836,0.0113875363022089,2000,0.4230769230769231,contextual_fir,0.012769049033522606,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__contextual_fir__ds102__ts0__it2000,0.03202365583636352,0,53.38508389994968
0.5139532342657342,0.7613636363636364,NS+Linear,,0.0,0,0.625,,,0.006595651153475046,2000,0.48863636363636365,fixed_fir3,0.009794937446713448,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__fixed_fir3__ds0__ts0__it2000,0.030451874704271343,0,26.689225199981593
0.42750023454357816,0.7083333333333334,NS+Linear,,0.0,101,0.3333333333333333,,,0.006545079872012138,2000,0.16666666666666666,fixed_fir3,0.011338085867464542,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__fixed_fir3__ds101__ts0__it2000,0.028216962372832777,0,26.71630460000597
0.5826636904761904,0.7115384615384616,NS+Linear,,0.0,102,0.5,,,0.006619324441999197,2000,0.4230769230769231,fixed_fir3,0.012642959132790565,gpu_d2_contextual_it2000_bounded,d2__NS_Linear__fixed_fir3__ds102__ts0__it2000,0.030118108733678928,0,26.856783300056122
0.5032563019840497,0.75,NS+Nonlinear,,0.0,0,0.5,,,0.0,2000,0.3181818181818182,baseline,0.00934757199138403,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__baseline__ds0__ts0__it2000,0.0,0,21.89078779995907
0.6531635802469136,0.7430555555555557,NS+Nonlinear,,0.0,101,0.5,,,0.0,2000,0.375,baseline,0.010874115861952305,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__baseline__ds101__ts0__it2000,0.0,0,21.282637999975123
0.5772418478260869,0.6826923076923078,NS+Nonlinear,,0.0,102,0.5,,,0.0,2000,0.4230769230769231,baseline,0.012638550251722336,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__baseline__ds102__ts0__it2000,0.0,0,21.33504949999042
0.38395661902095723,0.625,NS+Nonlinear,3.56693434715271,0.0,0,0.375,0.08797614276409149,0.02172781154513359,0.006616577506065369,2000,0.14772727272727273,contextual_fir,0.009738080203533173,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__contextual_fir__ds0__ts0__it2000,0.030854332685062567,0,53.63102309999522
0.4697971781305115,0.6666666666666667,NS+Nonlinear,4.157527446746826,0.0,101,0.5,0.07224556058645248,0.02143935114145279,0.005248920992016792,2000,0.375,contextual_fir,0.010175948031246662,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__contextual_fir__ds101__ts0__it2000,0.02380253861291077,0,53.25100399996154
0.6016504329004329,0.7596153846153847,NS+Nonlinear,3.5338528156280518,0.0,102,0.5,0.08643972128629684,0.025784458965063095,0.008825734257698059,2000,0.4230769230769231,contextual_fir,0.013404855504631996,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__contextual_fir__ds102__ts0__it2000,0.025720753091917355,0,53.6654432999203
0.3253758491035968,0.6761363636363636,NS+Nonlinear,,0.0,0,0.375,,,0.0065759154967963696,2000,0.14772727272727273,fixed_fir3,0.009932690300047398,gpu_d2_contextual_it2000_bounded,d2__NS_Nonlinear__fixed_fir3__ds0__ts0__it2000,0.028579763999119837,0,26.90131820004899
